date_facture;num_facture;compte_de_facturation;ref_acheminement;gaz_ref_pce;id_site;nom_site;code_site;entite_juridique;segment_or;adresse_site;numero_compteur;libelle_compteur;type_index;type_offre;code_imputation;type_de_tarif;id_contrat;date_de_resiliation;compte_commercial;energie;puissance_souscrite_base;puissance_souscrite_hp;puissance_souscrite_hc;puissance_souscrite_hpsb;puissance_souscrite_hcsb;puissance_souscrite_hpsh;puissance_souscrite_hcsh;puissance_souscrite_pointe;puissance_max_atteinte_base;puissance_max_atteinte_hp;puissance_max_atteinte_hc;puissance_max_atteinte_hpsb;puissance_max_atteinte_hcsb;puissance_max_atteinte_hpsh;puissance_max_atteinte_hcsh;puissance_max_atteinte_pointe;date_de_debut_de_consommation;date_de_fin_de_consommation;conso_elec_facturee_kwh;consommation_kwh_base;consommation_kwh_hp;consommation_kwh_hc;consommation_kwh_hpsb;consommation_kwh_hcsb;consommation_kwh_hpsh;consommation_kwh_hcsh;consommation_kwh_pointe;conso_ener_renouvelable_facturee_kwh;assiette_bouclier_electricite_kwh;assiette_amortisseur_electricite_kwh;abonnement_ht_euros;energie_reactive_euros;dont_montant_bouclier_electricite_euros;dont_montant_amortisseur_electricite_euros;ener_renouvelable_ht_euros;montant_htva_pointe;montant_htva_hpsh;montant_htva_hpsb;montant_htva_hcsh;montant_htva_hcsb;montant_htva_base;montant_htva_hp;montant_htva_hc;total_fourniture_elec_ht_euros;prix_moyen_ht_euros_par_mwh;prix_bouclier_electricite_euros_par_mwh;prix_amortisseur_electricite_euros_par_mwh;services_ht_euros;mecanisme_de_capacite_ht_euros;montant_ht_reseau_distrib_euros;tarif_acheminement;cee_ht_euros;prix_unitaire_cee_euro_par_mwh;composante_de_soutirage_variable;composante_de_comptage_reprise_euros;composante_de_comptage_echu_euros;composante_de_comptage_echoir_euros;composante_de_gestion_reprise_euros;composante_de_gestion_echu_euros;composante_de_gestion_echoir_euros;composante_de_soutirage_fixe_reprise_euros;composante_de_soutirage_fixe_echu_euros;composante_de_soutirage_fixe_echoir_euros;comp_de_regroupement_souterrain_reprise_euros_ht;comp_de_regroupement_souterrain_echu_euros_ht;comp_de_regroupement_souterrain_echoir_euros_ht;comp_d_alimentation_secours_souterrain_reprise_euros_ht;comp_d_alimentation_secours_souterrain_echu_euros_ht;comp_d_alimentation_secours_souterrain_echoir_euros_ht;comp_d_alimentation_secours_reservation_reprise_euros_ht;comp_d_alimentation_secours_reservation_echu_euros_ht;comp_d_alimentation_secours_reservation_echoir_euros_ht;gaz_abonnement_transport_euros;gaz_abonnement_distribution_euros;gaz_abonnement_transport_et_distrib_euros;gaz_consommation_annuelle_de_reference;gaz_conso_facturee_kwh;biomethane_montant_facturable;gaz_capacite_journaliere_souscrite;prix_unitaire_capacite_euro_par_mwh;gaz_depassement_de_capacite_journaliere;gaz_util_reseau_euros;depassement_euros;terme_de_quantite_distrib_gaz_euros;gaz_montant_depassement_capacite_journaliere_euros;montant_prestations_techniques;montant_depassement_capacite_horaire;charge_occasionnelle_abonnement_euros;charge_occasionnelle_autre_facturation_euros;charge_occasionnelle_fourniture_euros;charge_occasionnelle_util_reseau_distrib_euros;total_ht_euros;contrib_tarifaire_achem_elec_euros;contrib_tarifaire_achem_gaz_euros;taxe_cfe_euros;contrib_serv_public_electricite_euros;taxe_dcfe_euros;taxe_ccfe_euros;taxe_icgn_euros;contrib_tssg_euros;taxe_charge_occasionnelle_euros;total_htva_euros;tva_taux_normal_euros;tva_taux_reduit_euros;tva_totale_euros;montant_total_ttc_euros;gaz_premiere_mise_en_service_euros;premiere_mise_en_service_euros;type_compteur;groupe_annexe_personnalisee;code_service_executant;engagement_juridique;prix_unitaire_cspe_euro_par_mwh;cta_taux;fta;numero_facture_annulee;tangente_phi;pourcentage_energie_renouvelable;siren_site;info_personnalisee_1;info_personnalisee_2;regularisation_montant_amortisseur_electricite_2023;regularisation_montant_bouclier_electricite_2023
2023-11-02;10185237466;8963989479;30002420746604; ;1-1K9WWE-S;FORAGE_F3;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"FORAGE COUILLADE;66200 MONTESCOT";041636011369;PME-PMI;Relevé;NO;;;2010006805038;;3020000578024;E;0;0;0;60;60;60;60;0;0;0;0;54;54;0;0;0;2023-09-17;2023-11-02;7709;0;0;0;3736;3332;441;200;0;;;7709;15.24;;;-77.80;;0.00;139.29;761.48;35.98;500.10;0.00;0.00;0.00;1436.85;21.49;;-10.10;;-55.04;323.23;BTSUPLU4-Tarif BT sup 36kVA Longue Utilisation;14.18;;;-20.97;21.67;20.97;-16.38;16.92;16.38;-120.74;124.77;120.74;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;35.82;;;7.71;;;;;;1700.19;340.03;;340.03;2040.22;0.00;;PME-PMI;;REGIE;;0.10;21.93;BTSUPLU4;;;0;200043602;;;;
2025-03-02;10221266099;2911966897;30002420014045;;1-7X81NJ-S;PR_FONTAULE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"RUE P PRUVOST;POMPAGE;66650 BANYULS SUR MER";031436247788;PME-PMI;Relevé;NO;;;2010006805038;;3020000578046;E;0;0;0;48;48;48;48;0;0;0;0;0;0;84;77;0;2025-01-18;2025-02-14;10173;0;0;0;0;0;7863;2310;0;;;;15.24;;;;;0.00;1834.44;0.00;224.88;0.00;0.00;0.00;0.00;2059.32;50.94;;;;69.69;3018.71;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;18.72;;;-22.04;21.37;23.74;-17.21;16.48;18.11;-64.86;62.88;69.87;;;;;;;;;;;;;;;;;;;;2318.9000000000001;;;0.00;;;;;;;23.76;;;5.09;;;;;;5210.53;1042.11;;1042.11;6252.64;0.00;;PME-PMI;;REGIE;;0.05;21.93;BTSUPCU4;;;0;200043602;;;;
2025-03-02;10221266099;2911966897;30002420617681;;1-ID9-3449-S;PR_MARGOUET;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"POMPAGE MARGOUET;66700 ARGELES SUR MER";041436020016;PME-PMI;Relevé;NO;F8:Aménagement/service urbain;;2010006805038;;3020000578046;E;0;0;0;49;49;42;42;0;0;0;0;0;0;34;13;0;2025-01-18;2025-02-14;691;0;0;0;0;0;531;160;0;;;;15.24;;;;;0.00;123.88;0.00;15.58;0.00;0.00;0.00;0.00;139.46;44.67;;;;4.71;147.97;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;1.27;;;-22.04;21.37;23.74;-17.21;16.48;18.11;-64.38;62.42;69.36;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;23.65;;;0.35;;;;;;332.65;66.53;;66.53;399.18;0.00;;PME-PMI;ASSAINISSEMENT;REGIE;;0.05;21.93;BTSUPCU4;;;0;200043602;;;;
2023-10-02;10183023489;2911966897;50038314024165; ;1-3Q12LRV-S;STEP_VILLELONGUE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"CHEMIN RURAL DIT CAMI DE VERGETTS;STATION EPURATION;66740 VILLELONGUE DELS MONTS";031536373661;PME-PMI;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578046;E;0;0;0;216;216;216;216;0;0;0;0;108;98;0;0;0;2023-08-18;2023-10-02;30314;0;0;0;21822;8492;0;0;0;;;30314;15.24;;;-488.82;;0.00;0.00;4447.77;0.00;1274.57;0.00;0.00;0.00;5722.34;19.85;;-16.10;;-266.78;980.41;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;55.77;;;-20.97;20.97;20.97;-16.38;16.38;16.38;-259.72;259.72;259.72;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;65.15;;;30.32;;;;;;6113.63;1222.72;;1222.72;7336.35;0.00;;PME-PMI;;;;0.10;21.93;BTSUPCU4;;;0;200043602;;;;
2024-03-02;10194342900;8963989479;30002420596745;;1-DH-426-S;POMPAGE_PDT_ARGELES;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"PONT DU TECH;66700 ARGELES SUR MER";041336002802;PME-PMI;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578024;E;0;0;0;66;66;6;6;0;0;0;0;0;0;45;2;45;2024-01-18;2024-03-02;1569;0;0;0;0;0;1276;293;0;;;0;15.24;;;0.00;;0.00;306.14;0.00;30.46;0.00;0.00;0.00;0.00;336.60;32.11;;;;22.45;126.69;BTSUPLU4-Tarif BT sup 36kVA Longue Utilisation;2.89;;;-20.97;20.27;20.97;-16.38;15.83;16.38;-78.18;75.58;78.18;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;24.49;;;130.33;;;;;;658.69;131.74;;131.74;790.43;0.00;;PME-PMI;EAU;REGIE;;2.20;21.93;BTSUPLU4;;;0;200043602;;;;
2025-11-24;10240109332;2911966897;30002420617793;;1-ID1-2804-S;PR_BEAUSEJOUR;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"POMPAGE BEAUSEJOUR;66700 ARGELES SUR MER";031336155097;PME-PMI;Relevé;NO;F8:Aménagement/service urbain;;2010006805038;;3020000578046;E;0;0;0;42;42;42;42;0;0;0;0;12;6;8;19;0;2024-10-18;2024-11-16;-99;0;0;0;-31;-9;-25;-34;0;;;;-15.24;;;;;0.00;-6.00;-3.96;-3.53;-0.67;0.00;0.00;0.00;-14.16;150.87;;;;-0.29;-104.26;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;-0.18;;;20.97;-21.55;-22.04;16.38;-16.82;-17.21;50.50;-53.84;-56.75;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-22.01;;;-0.05;;;;;;-171.42;-34.29;;-34.29;-205.71;0.00;;PME-PMI;ASSAINISSEMENT;REGIE;;-0.05;-21.93;BTSUPCU4;10214609527;;0;200043602;;;-15.23;
2023-07-08;10176847412;1094135674;24225180814090; ;2050006332801;POSTE RELEVAGE PALAU;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"CHEMIN DE VILLECLARE;CRECHE;66690 PALAU DEL VIDRE";974;Compteur Linky;Relevé;NO;F6:Famille;;2010006805038;;3020000578052;E;36;36;36;36;36;36;36;36;;0;0;0;0;0;0;0;2023-05-25;2023-06-24;762;762;0;0;0;0;0;0;0;;;762;2.87;;;-56.36;;0.00;0.00;0.00;0.00;0.00;240.61;0.00;0.00;240.61;33.57;;-74.00;;6.45;59.42;BTINFCUST-Tarif BT inf 36kVA Courte Utilisation sans différenciation temporelle;2.80;;30.06;;1.53;;;;1.20;;;26.63;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;6.44;;;0.76;;;;;;262.99;44.86;2.12;46.98;309.97;0.00;;CCB;;;;0.10;21.93;BTINFCUST;;;0;200043602;;;;
2023-07-02;10176359673;8963989479;50054413846698; ;1-C069KZ-S;INTERCONNEXION RACOU;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"LES CRIQUES DE PORTEILS;LES CRIQUES DE PORTEILS;66700 ARGELES SUR MER";031136047567;PME-PMI;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578024;E;0;0;0;120;120;120;120;0;0;0;0;1;1;0;0;0;;;;0;0;0;0;0;0;0;0;;;;15.24;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;161.66;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;;;;-19.75;19.75;19.75;-15.48;15.48;15.48;-126.43;126.43;126.43;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;35.45;;;;;;;;;212.35;42.47;;42.47;254.82;0.00;;PME-PMI;;;;;21.93;BTSUPCU4;;;0;200043602;;;;
2023-12-21;10189041473;5079141536;24220694587106;;2050006333184;SR DE VALMY;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"CHEMIN DE VALMY;66700 ARGELES SUR MER";600;Compteur Linky;Relevé;NO;F8:Aménagement/service urbain;;2010006805038;;3020000578053;E;15;15;15;15;15;15;15;15;;0;0;0;0;0;0;0;2023-11-06;2023-12-05;37;37;0;0;0;0;0;0;0;;;37;2.87;;;-2.74;;0.00;0.00;0.00;0.00;0.00;11.68;0.00;0.00;11.68;79.81;;-74.10;;0.31;17.27;BTINFCUST-Tarif BT inf 36kVA Courte Utilisation sans différenciation temporelle;0.14;;1.62;;1.69;;;;1.31;;;12.65;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;3.43;;;0.04;;;;;;33.00;2.21;1.21;3.42;36.42;0.00;;CCB;ASSAINISSEMENT;REGIE;;0.10;21.93;BTINFCUST;;;0;200043602;;;;
2024-12-02;10214610110;8963989479;50054413846698;;1-C069KZ-S;INTERCONNEXION RACOU;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"LES CRIQUES DE PORTEILS;LES CRIQUES DE PORTEILS;66700 ARGELES SUR MER";031136047567;PME-PMI;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578024;E;0;0;0;120;120;120;120;0;0;0;0;1;1;1;1;0;2024-11-17;2024-12-02;1;0;0;0;0;0;1;0;0;;;;15.24;;;;;0.00;0.24;0.00;0.00;0.00;0.00;0.00;0.00;0.24;-19154.00;;;;0.02;-208.07;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;;;;-20.97;21.55;22.04;-16.38;16.82;17.21;-144.29;153.81;162.14;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;-420.00;;46.48;;;;;;;;;-145.06;55.00;;55.00;-90.06;0.00;;PME-PMI;;REGIE;;;21.93;BTSUPCU4;;;0;200043602;;;1.03;
2024-12-02;10214610110;8963989479;30002420746389;;1-1K9WXE-S;FORAGE_P3_ELNE;P3 PLA DE LA BARQUE;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"PLA DE LA BARQUE;66200 ELNE";031336128265;PME-PMI;Relevé;NO;;;2010006805038;;3020000578024;E;0;0;0;42;42;30;30;0;0;0;0;1;1;31;31;0;2024-10-18;2024-12-02;5560;0;0;0;0;0;3281;2279;0;;;;15.24;;;;;0.00;787.18;0.00;236.94;0.00;0.00;0.00;0.00;1024.12;34.05;;;;58.99;309.97;BTSUPLU4-Tarif BT sup 36kVA Longue Utilisation;10.23;;;-20.97;21.55;22.04;-16.38;16.82;17.21;-73.59;77.38;81.14;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;27.46;;;2.78;;;;;;1923.18;384.63;;384.63;2307.81;0.00;;PME-PMI;;REGIE;;0.05;21.93;BTSUPLU4;;;0;200043602;;;474.39;
2025-07-09;10230484632;6366003111;24205354516429;;2050006333161;PR ROUTE DE LAROQUE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"ROUTE DE LAROQUE;66740 VILLELONGUE DELS MONTS";355;Compteur Linky;Relevé;NO;;;2010006805038;;3020000578037;E;30;30;30;30;30;30;30;30;;0;0;0;0;0;0;0;2025-05-01;2025-05-31;-3456;-3456;0;0;0;0;0;0;0;;;;-2.87;;;;;0.00;0.00;0.00;0.00;0.00;-825.74;0.00;0.00;-825.74;26.82;;;;-8.09;-77.56;BTINFCU4-Tarif BT inf 36kVA Courte Utilisation HP/HC associées à deux saisons;-12.72;;;;-1.84;;;;-1.39;;;-24.85;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;-6.16;;;-116.47;;;;;;-1049.61;-202.50;-2.04;-204.54;-1254.15;0.00;;CCB;;REGIE;;-3.37;-21.93;BTINFCU4;10228277382;;0;200043602;;;;
2026-04-13;10249837779;8530500771;50038314024165;;1-3Q12LRV-S;STEP_VILLELONGUE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"CHEMIN RURAL DIT CAMI DE VERGETTS;STATION EPURATION;66740 VILLELONGUE DELS MONTS";031536373661;PME-PMI;Relevé;NO;F0:Services Généraux;;2010010456390;;3020001789945;E;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;855.00;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;;;;-11.00;11.00;;-9.00;9.00;;-151.00;151.00;;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;;;;;;;;;;855.00;171.00;;171.00;1026.00;0.00;;PME-PMI;;REGIE;;;;BTSUPCU4;;;0;200043602;;;;
2024-04-16;10197625322;0258401078;24236034725765;;2050006333125;STATION RELEVAGE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"RUE DE LA CARBOUNERE;66740 LAROQUE DES ALBERES";459;Compteur Linky;Relevé;NO;F8:Aménagement/service urbain;;2010006805038;;3020000578025;E;18;18;18;18;18;18;18;18;;0;0;0;0;0;0;0;2024-03-09;2024-04-08;128;128;0;0;0;0;0;0;0;;;128;2.87;;;-0.34;;0.00;0.00;0.00;0.00;0.00;31.39;0.00;0.00;31.39;27.32;;-2.70;;0.60;;BTINFCUST-Tarif BT inf 36kVA Courte Utilisation sans différenciation temporelle;0.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;2.69;;;;;;37.66;6.96;0.16;7.12;44.78;0.00;;CCB;ASSAINISSEMENT;REGIE;;2.10;;BTINFCUST;;;0;200043602;;;-0.02;
2023-12-21;10189044413;8093373404;24273950787812;;2050006333176;SMPEPTA RIMBAU;20S0001J2600A011;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"CAMI REAL LE RIMBAU;66190 COLLIOURE";272;Compteur Linky;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578047;E;6;6;6;6;6;6;6;6;;0;0;0;0;0;0;0;2023-10-24;2023-11-23;172;172;0;0;0;0;0;0;0;;;172;2.87;;;-12.72;;0.00;0.00;0.00;0.00;0.00;54.31;0.00;0.00;54.31;35.97;;-74.00;;1.46;15.32;BTINFCUST-Tarif BT inf 36kVA Courte Utilisation sans différenciation temporelle;0.63;;7.52;;1.63;;;;1.27;;;4.90;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;1.71;;;0.17;;;;;;63.75;10.27;0.68;10.95;74.70;0.00;;CCB;;REGIE;;0.10;21.93;BTINFCUST;;;0;200043602;;;;
2026-04-21;10250493068;3579259430;24256584572660;;2050006332784;PR GARRIGUE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"rue DE LA COSCOLLEDA;RUE DES OLIVIERS LA FIN;66690 SOREDE";309;Compteur Linky;Relevé;NO;;;2010010456390;;3020001789890;E;36;36;36;36;36;36;36;36;0;0;0;0;0;0;0;0;2026-02-23;2026-02-28;16;0;0;0;0;0;11;5;0;;;;;;;;;0.00;1.09;0.00;0.38;0.00;0.00;0.00;0.00;1.47;15.50;;;;0.01;1.00;BTINFMU4-Tarif BT inf 36kVA Moyenne Utilisation HP/HC lié à deux saisons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;0.49;;;;;;2.97;0.60;;0.60;3.57;0.00;;CCB;;REGIE;;3.09;;BTINFMU4;;;0;200043602;;;;
2024-06-21;10202635494;1353856595;24273371916614;;2050006333113;RESERVOIR D'AMBEILLE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"ROUTE DE CONSOLATION;66190 COLLIOURE";516;Compteur Linky;Relevé;NO;F10:Autre;;2010006805038;;3020000578036;E;6;6;6;6;6;6;6;6;;0;0;0;0;0;0;0;2024-04-24;2024-05-23;95;95;0;0;0;0;0;0;0;;;95;2.87;;;-0.26;;0.00;0.00;0.00;0.00;0.00;23.30;0.00;0.00;23.30;40.96;;-2.70;;0.44;12.21;BTINFCUST-Tarif BT inf 36kVA Courte Utilisation sans différenciation temporelle;0.35;;4.15;;1.69;;;;1.31;;;5.06;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;1.77;;;2.00;;;;;;42.68;6.00;0.70;6.70;49.38;0.00;;CCB;ASSAINISSEMENT;REGIE;;2.10;21.93;BTINFCUST;;;0;200043602;;;;
2025-10-02;10236350926;2911966897;30002420618369;;1-IDL-187-S;PR_VILLE_BASSE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"RUE DU 14 JUILLET;66700 ARGELES SUR MER";041536018309;PME-PMI;Relevé;NO;F8:Aménagement/service urbain;;2010006805038;;3020000578046;E;0;0;0;42;42;42;42;0;0;0;0;32;31;0;0;0;2025-08-18;2025-10-02;1930;0;0;0;1554;376;0;0;0;;;;15.24;;;;;0.00;0.00;188.47;0.00;25.40;0.00;0.00;0.00;213.87;19.19;;;;-4.45;142.08;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;3.55;;;-23.28;23.28;23.28;-17.90;17.90;17.90;-60.80;60.80;60.80;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;22.36;;;0.96;;;;;;393.61;78.72;;78.72;472.33;0.00;;PME-PMI;ASSAINISSEMENT;REGIE;;0.05;21.93;BTSUPCU4;;;0;200043602;;;;
2025-11-24;10240109318;2911966897;30002420618257;;1-ID3-4607-S;PR_PAGANES;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"CHEMIN DE LA SALANQUE;66700 ARGELES SUR MER";031536333367;PME-PMI;Relevé;NO;F8:Aménagement/service urbain;;2010006805038;;3020000578046;E;0;0;0;42;42;42;42;0;0;0;0;12;12;0;0;0;2025-05-18;2025-06-16;-942;0;0;0;-743;-199;0;0;0;;;;;;;;;0.00;0.00;-90.11;0.00;-13.44;0.00;0.00;0.00;-103.55;24.33;;;;2.19;-126.06;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;-1.73;;;23.74;-23.74;-23.74;18.11;-18.11;-18.11;61.14;-61.14;-61.14;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-22.59;;;-0.47;;;;;;-252.21;-50.44;;-50.44;-302.65;0.00;;PME-PMI;ASSAINISSEMENT;REGIE;;-0.05;-21.93;BTSUPCU4;10229558249;;0;200043602;;;;
2025-11-24;10240109311;2911966897;30002420606330;;1-B7-2495-S;STEP_ARGELES;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C2;"CHE DE CHARLEMAGNE;66700 ARGELES SUR MER";080707002699;Interface Client Emeraude;Relevé;NO;F8:Aménagement/service urbain;;2010006805038;;3020000578046;E;0;0;0;740;740;436;436;422;0;0;0;693;662;0;0;0;2025-07-01;2025-07-31;-248121;0;0;0;-154197;-93924;0;0;0;;;;-57.92;;;;;0.00;0.00;-4231.17;0.00;-2890.04;0.00;0.00;0.00;-7121.21;3.98;;;;633.26;-3320.43;HTALU5-Tarif HTA5 à Pointe Fixe Longue Utilisation;;;;31.54;-32.59;-30.94;36.23;-37.43;-35.81;1611.10;-1664.80;-1620.55;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-382.29;;;-124.06;;;;;;-10372.65;-2074.53;;-2074.53;-12447.18;0.00;;ICE;ASSAINISSEMENT;REGIE;;-0.05;-21.93;HTALU5;10232128960;;0;200043602;;;;
2025-11-24;10240109359;2911966897;30002420855508;;1-7X5WPG-S;PR_DIP_CASTELLANE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"4 BIS QUAI FRANCOIS JOLY;66660 PORT VENDRES";041536011376;PME-PMI;Relevé;NO;;;2010006805038;;3020000578046;E;0;0;0;42;42;24;24;0;0;0;0;35;25;0;0;0;2024-04-17;2024-06-02;-3208;0;0;0;-2319;-889;0;0;0;;;;-15.24;;;;;0.00;0.00;-296.60;0.00;-65.94;0.00;0.00;0.00;-362.54;16.83;;;;15.51;-171.76;BTSUPLU4-Tarif BT sup 36kVA Longue Utilisation;-5.90;;;20.97;-21.67;-20.97;16.38;-16.92;-16.38;68.12;-70.39;-68.12;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-23.90;;;-67.37;;;;;;-631.20;-126.25;;-126.25;-757.45;0.00;;PME-PMI;;REGIE;;-2.10;-21.93;BTSUPLU4;10201199068;;0;200043602;;;;
2026-04-30;10251138983;8391223112;24275108459965;;2050006333122;PR ST GEORGE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"LOT LE CLOS ST GEORGES;LOTISSEMENT LE CLOS SAINT GEORGES;66690 PALAU DEL VIDRE";899;Compteur Linky;Relevé;NO;;;2010010456390;;3020001789902;E;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;2026-01-27;2026-02-28;47;0;0;0;0;0;30;17;0;;;;;;;;;0.00;2.98;0.00;1.28;0.00;0.00;0.00;0.00;4.26;31.17;;;;0.02;10.37;BTINFCU4-Tarif BT inf 36kVA Courte Utilisation HP/HC associées à deux saisons;;;;;1.69;;;;1.29;;;4.65;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;1.23;;;1.44;;;;;;17.32;3.48;;3.48;20.80;0.00;;CCB;;REGIE;;6.08;36.93;BTINFCU4;;;0;200043602;;;;
2026-05-07;10251565983;5220841681;24236034725765;;2050006333125;PR CARBOUNERE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"24 rue PAU CASALS;66740 LAROQUE DES ALBERES";459;Compteur Linky;Relevé;NO;;;2010010456390;;3020001789892;E;18;18;18;18;18;18;18;18;0;0;0;0;0;0;0;0;2026-03-01;2026-04-08;230;0;0;0;38;9;134;49;0;;;;;;;;;0.00;13.30;1.99;3.69;0.51;0.00;0.00;0.00;19.49;30.25;;;;0.09;50.00;BTINFCU4-Tarif BT inf 36kVA Courte Utilisation HP/HC associées à deux saisons;;;;;3.68;;;;2.81;;;30.42;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;5.53;;;7.10;;;;;;82.21;16.43;;16.43;98.64;0.00;;CCB;;REGIE;;3.09;15.00;BTINFCU4;;;0;200043602;;;;
2026-04-27;10250866235;5445075405;30002420886541;;1-7X5WKB-S;STEP PORT VENDRES;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C2;"B P 41;STATION D EPURATION BP 41;66660 PORT VENDRES";031536369035;PME-PMI;Relevé;NO;;;2010010456390;;3020001789940;E;0;0;0;210;210;210;210;210;0;0;0;0;0;0;0;0;2026-03-01;2026-04-13;-51357;0;0;0;-21235;-14940;-8151;-7031;0;;;;;-258.34;;;;0.00;-762.45;-1029.26;-490.83;-701.43;0.00;0.00;0.00;-2983.97;10.43;;;;-3.99;-2366.83;HTALU5-Tarif HTA5 à Pointe Fixe Longue Utilisation;;;;30.94;-31.97;-30.94;35.81;-37.01;-35.81;609.78;-630.10;-609.78;;;;;;;;;;;;;;;;;;;;-55.560000000000002;;;0.00;;;;;;;-104.86;;;-25.68;;;;;;-5485.33;-1097.07;;-1097.07;-6582.40;0.00;;PME-PMI;;REGIE;;-0.05;-15.00;HTALU5;10249837797;-0.648;0;200043602;;;;
